"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"6/26/2023","6/26/2023","6/26/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$11.79"
"6/26/2023","6/26/2023","6/27/2023","AMD","AMD 7/14/2023 Put $115.00","STO","1","$8.54","$853.98"
"6/26/2023","6/26/2023","6/27/2023","AMD","AMD 6/30/2023 Put $116.00","BTC","1","$8.21","($821.00)"
"6/26/2023","6/26/2023","6/26/2023","SKLZ","Skillz
CUSIP: 83067L208","SPR","5","",""
"6/26/2023","6/26/2023","6/26/2023","SKLZ","Skillz
CUSIP: 83067L109","SPR","100S","",""
"6/26/2023","6/26/2023","6/26/2023","SKLZ1","SKLZ1 7/21/2023 Put $0.50","OCA","1S","",""
"6/26/2023","6/26/2023","6/26/2023","SKLZ","SKLZ 7/21/2023 Put $0.50","OCA","1","",""
"6/23/2023","6/23/2023","6/26/2023","QCOM","QCOM 6/30/2023 Put $115.00","STO","1","$1.59","$158.98"
"6/23/2023","6/23/2023","6/26/2023","RIVN","RIVN 6/30/2023 Put $13.50","STO","1","$0.39","$38.98"
"6/23/2023","6/23/2023","6/26/2023","RIVN","RIVN 6/30/2023 Put $13.50","STO","1","$0.39","$38.98"
"6/23/2023","6/23/2023","6/26/2023","RIVN","RIVN 6/30/2023 Put $13.50","STO","1","$0.39","$38.98"
"6/23/2023","6/23/2023","6/26/2023","XOM","XOM 6/30/2023 Put $102.00","STO","2","$1.45","$289.98"
"6/23/2023","6/23/2023","6/26/2023","XOM","XOM 6/23/2023 Put $102.00","BTC","2","$0.49","($98.00)"
"6/22/2023","6/22/2023","6/23/2023","SKLZ","SKLZ 7/21/2023 Put $0.50","STO","1","$0.02","$1.98"
"6/22/2023","6/22/2023","6/23/2023","AMZN","AMZN 6/23/2023 Put $126.00","BTC","1","$0.17","($17.00)"
"6/21/2023","6/21/2023","6/21/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"6/21/2023","6/21/2023","6/22/2023","AMD","AMD 6/23/2023 Put $117.00","BTC","1","$4.93","($493.00)"
"6/21/2023","6/21/2023","6/22/2023","AMD","AMD 6/30/2023 Put $116.00","STO","1","$5.35","$534.98"
"6/21/2023","6/21/2023","6/22/2023","GOOGL","GOOGL 6/23/2023 Put $124.00","BTC","1","$3.59","($359.00)"
"6/21/2023","6/21/2023","6/22/2023","GOOGL","GOOGL 7/7/2023 Put $123.00","STO","1","$3.78","$377.98"
"6/20/2023","6/20/2023","6/21/2023","XOM","XOM 6/23/2023 Put $102.00","STO","1","$1.00","$99.98"
"6/20/2023","6/20/2023","6/21/2023","XOM","XOM 6/23/2023 Put $102.00","STO","1","$0.54","$53.98"
"6/20/2023","6/20/2023","6/21/2023","AMZN","AMZN 6/23/2023 Put $126.00","STO","1","$1.70","$169.98"
"6/20/2023","6/20/2023","6/22/2023","BA","Boeing
CUSIP: 097023105","Buy","0.04824","$218.95","($10.56)"
"6/20/2023","6/20/2023","6/22/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000091","$218.95","($0.02)"
"6/20/2023","6/20/2023","6/20/2023","","Transfer from Brokerage to Spending","XENT","","","($1,500.00)"
"6/20/2023","6/20/2023","6/20/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$1.76"
"6/20/2023","6/20/2023","6/20/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$8.82"
"6/20/2023","6/20/2023","6/20/2023","","Gold Fee","GOLD","","","($5.00)"
"6/20/2023","6/20/2023","6/20/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($77.42)"
"6/20/2023","6/20/2023","6/20/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($30.08)"
"6/20/2023","6/20/2023","6/20/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($46.87)"
"6/16/2023","6/16/2023","6/20/2023","LDOS","LDOS 6/16/2023 Call $85.00","OASGN","1","",""
"6/16/2023","6/16/2023","6/21/2023","LDOS","Leidos
CUSIP: 525327102
1 LDOS Option Assigned","Sell","100","$85.00","$8,499.92"
"6/16/2023","6/16/2023","6/20/2023","VZ","Option Expiration for VZ 6/16/2023 Call $37.00","OEXP","4","",""
"6/16/2023","6/16/2023","6/20/2023","RIVN","Option Expiration for RIVN 6/16/2023 Put $13.50","OEXP","8","",""
"6/16/2023","6/16/2023","6/20/2023","SKLZ","Option Expiration for SKLZ 6/16/2023 Put $0.50","OEXP","1","",""
"6/16/2023","6/16/2023","6/20/2023","AMZN","AMZN 6/16/2023 Put $125.00","BTC","1","$0.04","($4.00)"
"6/16/2023","6/16/2023","6/20/2023","AMD","AMD 6/23/2023 Put $117.00","STO","1","$1.13","$112.98"
"6/16/2023","6/16/2023","6/20/2023","AMD","AMD 6/16/2023 Put $122.00","BTC","1","$1.12","($112.00)"
"6/15/2023","6/15/2023","6/15/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($7.68)"
"6/15/2023","6/15/2023","6/16/2023","GOOGL","GOOGL 6/16/2023 Put $125.00","BTC","1","$1.55","($155.00)"
"6/15/2023","6/15/2023","6/16/2023","GOOGL","GOOGL 6/23/2023 Put $124.00","STO","1","$1.88","$187.98"
"6/14/2023","6/14/2023","6/15/2023","VZ","VZ 6/16/2023 Call $37.00","STO","2","$0.02","$3.98"
"6/14/2023","6/14/2023","6/15/2023","VZ","VZ 6/16/2023 Call $37.00","STO","1","$0.02","$1.98"
"6/14/2023","6/14/2023","6/15/2023","VZ","VZ 6/16/2023 Call $37.00","STO","1","$0.02","$1.98"
"6/14/2023","6/14/2023","6/15/2023","AMD","AMD 6/16/2023 Put $122.00","STO","1","$1.08","$107.98"
"6/13/2023","6/13/2023","6/15/2023","BA","Boeing
CUSIP: 097023105","Buy","0.04509","$222.43","($10.03)"
"6/12/2023","6/12/2023","6/13/2023","LDOS","LDOS 6/16/2023 Call $85.00","STO","1","$0.50","$49.98"
"6/12/2023","6/12/2023","6/12/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.01"
"6/12/2023","6/12/2023","6/12/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$8.02"
"6/12/2023","6/12/2023","6/14/2023","BA","Boeing
CUSIP: 097023105","Sell","0.426983","$222.55","$95.03"
"6/12/2023","6/12/2023","6/13/2023","AMZN","AMZN 6/16/2023 Put $125.00","STO","1","$1.96","$195.98"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/16/2023 Put $13.50","STO","1","$0.43","$42.98"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/9/2023 Put $14.00","BTC","5","$0.17","($85.00)"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/9/2023 Put $14.00","BTC","1","$0.17","($17.00)"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/9/2023 Put $14.00","BTC","2","$0.17","($34.00)"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/16/2023 Put $13.50","STO","2","$0.43","$85.98"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/16/2023 Put $13.50","STO","5","$0.43","$214.98"
"6/9/2023","6/9/2023","6/12/2023","GOOGL","GOOGL 6/16/2023 Put $125.00","STO","1","$3.18","$317.98"
"6/9/2023","6/9/2023","6/12/2023","GOOGL","GOOGL 6/9/2023 Put $125.00","BTC","1","$2.38","($238.00)"
"6/9/2023","6/9/2023","6/12/2023","AAPL","AAPL 6/9/2023 Put $177.50","BTC","1","$0.01","($1.00)"
"6/9/2023","6/9/2023","6/12/2023","AMD","AMD 6/9/2023 Put $117.00","BTC","1","$0.01","($1.00)"
"6/8/2023","6/8/2023","6/8/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($20.00)"
"6/8/2023","6/8/2023","6/8/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($2.73)"
"6/8/2023","6/8/2023","6/8/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($2.45)"
"6/7/2023","6/7/2023","6/7/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($7.40)"
"6/7/2023","6/7/2023","6/7/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($12.44)"
"6/6/2023","6/6/2023","6/7/2023","AAPL","AAPL 6/9/2023 Put $177.50","STO","1","$0.94","$93.98"
"6/6/2023","6/6/2023","6/7/2023","RIVN","RIVN 6/9/2023 Put $14.00","STO","8","$0.25","$199.97"
"6/6/2023","6/6/2023","6/8/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000095","$208.37","($0.02)"
"6/6/2023","6/6/2023","6/8/2023","BA","Boeing
CUSIP: 097023105","Buy","0.057088","$208.37","($11.90)"
"6/5/2023","6/5/2023","6/5/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$5.11"
"6/5/2023","6/5/2023","6/5/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$6.81"
"6/5/2023","6/5/2023","6/6/2023","MU","MU 7/7/2023 Put $73.00","STO","1","$6.39","$638.98"
"6/5/2023","6/5/2023","6/6/2023","MU","MU 6/16/2023 Put $74.00","BTC","1","$6.28","($628.00)"
"6/5/2023","6/5/2023","6/6/2023","AMD","AMD 6/9/2023 Put $117.00","STO","1","$1.62","$161.98"
"6/5/2023","6/5/2023","6/6/2023","GOOGL","GOOGL 6/9/2023 Put $125.00","STO","1","$1.22","$121.98"
"6/2/2023","6/2/2023","6/5/2023","SU","Option Expiration for SU 6/2/2023 Put $27.50","OEXP","5","",""
"6/2/2023","6/2/2023","6/5/2023","GOOGL","Option Expiration for GOOGL 6/2/2023 Put $124.00","OEXP","1","",""
"6/2/2023","6/2/2023","6/5/2023","GM","Option Expiration for GM 6/2/2023 Put $31.50","OEXP","5","",""
"6/2/2023","6/2/2023","6/6/2023","VZ","Verizon
CUSIP: 92343V104","Buy","100","$33.92","($3,392.00)"
"6/1/2023","6/1/2023","6/2/2023","QCOM","QCOM 6/2/2023 Put $106.00","BTC","1","$0.02","($2.00)"
"5/31/2023","5/31/2023","6/1/2023","GM","GM 6/2/2023 Put $31.50","STO","3","$0.28","$83.98"
"5/31/2023","5/31/2023","6/1/2023","GM","GM 6/2/2023 Put $31.50","STO","2","$0.27","$53.98"
"5/30/2023","5/30/2023","5/31/2023","GOOGL","GOOGL 6/2/2023 Put $124.00","STO","1","$1.45","$144.98"
"5/30/2023","5/30/2023","6/1/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000048","$204.09","($0.01)"
"5/30/2023","5/30/2023","6/1/2023","BA","Boeing
CUSIP: 097023105","Buy","0.078418","$204.09","($16.00)"
"5/30/2023","5/30/2023","5/30/2023","","Transfer from Brokerage to Spending","XENT","","","($100.00)"
"5/30/2023","5/30/2023","5/30/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.67"
"5/30/2023","5/30/2023","5/30/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$13.34"
"5/26/2023","5/26/2023","5/30/2023","AAPL","AAPL 5/26/2023 Put $172.50","BTC","2","$0.02","($4.00)"
"5/26/2023","5/26/2023","5/30/2023","MU","MU 6/30/2023 Put $70.00","BTC","1","$2.43","($243.00)"
"5/26/2023","5/26/2023","5/30/2023","MU","MU 6/16/2023 Put $74.00","STO","1","$2.88","$287.98"
"5/26/2023","5/26/2023","5/30/2023","SU","SU 6/2/2023 Put $27.50","STO","2","$0.23","$45.98"
"5/26/2023","5/26/2023","5/30/2023","SU","SU 6/2/2023 Put $27.50","STO","3","$0.23","$68.98"
"5/25/2023","5/25/2023","5/26/2023","MU","MU 6/30/2023 Put $70.00","STO","1","$3.86","$385.98"
"5/25/2023","5/25/2023","5/26/2023","MU","MU 9/15/2023 Put $65.00","BTC","1","$3.85","($385.00)"
"5/25/2023","5/25/2023","5/30/2023","VZ","Verizon
CUSIP: 92343V104","Buy","100","$35.09","($3,509.00)"
"5/25/2023","5/25/2023","5/26/2023","QCOM","QCOM 6/2/2023 Put $106.00","STO","1","$5.00","$499.98"
"5/25/2023","5/25/2023","5/26/2023","QCOM","QCOM 5/26/2023 Put $106.00","BTC","1","$3.90","($390.00)"
"5/23/2023","5/23/2023","5/24/2023","AAPL","AAPL 5/26/2023 Put $172.50","STO","2","$1.13","$225.98"
"5/23/2023","5/23/2023","5/25/2023","BA","Boeing
CUSIP: 097023105","Buy","0.061638","$204.58","($12.61)"
"5/22/2023","5/22/2023","5/23/2023","SKLZ","SKLZ 6/16/2023 Put $0.50","STO","1","$0.03","$2.98"
"5/22/2023","5/22/2023","5/22/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.10"
"5/22/2023","5/22/2023","5/22/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$10.51"
"5/22/2023","5/22/2023","5/23/2023","VZ","VZ 10/20/2023 Call $42.00","BTC","1","$0.21","($21.00)"
"5/22/2023","5/22/2023","5/22/2023","","Gold Fee","GOLD","","","($5.00)"
"5/22/2023","5/22/2023","5/22/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($2.22)"
"5/19/2023","5/19/2023","5/22/2023","AMD","Option Expiration for AMD 5/19/2023 Put $102.00","OEXP","1","",""
"5/19/2023","5/19/2023","5/22/2023","SKLZ","Option Expiration for SKLZ 5/19/2023 Call $1.00","OEXP","1","",""
"5/19/2023","5/19/2023","5/22/2023","AAPL","Option Expiration for AAPL 5/19/2023 Put $170.00","OEXP","1","",""
"5/19/2023","5/19/2023","5/22/2023","AMZN","AMZN 5/19/2023 Call $107.00","OASGN","2","",""
"5/19/2023","5/19/2023","5/23/2023","AMZN","Amazon
CUSIP: 023135106
2 AMZN Options Assigned","Sell","200","$107.00","$21,399.79"
"5/19/2023","5/19/2023","5/22/2023","BTBT","BTBT 5/19/2023 Call $1.00","OASGN","1","",""
"5/19/2023","5/19/2023","5/23/2023","BTBT","Bit Digital
CUSIP: G1144A105
1 BTBT Option Assigned","Sell","100","$1.00","$99.99"
"5/19/2023","5/19/2023","5/22/2023","SKLZ","Option Expiration for SKLZ 5/19/2023 Put $0.50","OEXP","1","",""
"5/19/2023","5/19/2023","5/22/2023","VZ","VZ 5/19/2023 Put $36.50","OASGN","1","",""
"5/19/2023","5/19/2023","5/23/2023","VZ","Verizon
CUSIP: 92343V104
1 VZ Option Assigned","Buy","100","$36.50","($3,650.00)"
"5/19/2023","5/19/2023","5/22/2023","QCOM","QCOM 5/26/2023 Put $106.00","STO","1","$1.60","$159.98"
"5/19/2023","5/19/2023","5/22/2023","QCOM","QCOM 5/19/2023 Put $106.00","BTC","1","$0.25","($25.00)"
"5/17/2023","5/17/2023","5/18/2023","MU","MU 10/20/2023 Put $62.50","BTC","1","$5.05","($505.00)"
"5/17/2023","5/17/2023","5/18/2023","MU","MU 9/15/2023 Put $65.00","STO","1","$5.34","$533.98"
"5/17/2023","5/17/2023","5/19/2023","BA","Boeing
CUSIP: 097023105","Sell","1","$206.07","$206.07"
"5/16/2023","5/16/2023","5/17/2023","VZ","VZ 5/19/2023 Put $36.50","STO","1","$0.29","$28.98"
"5/16/2023","5/16/2023","5/17/2023","AAPL","AAPL 5/19/2023 Put $170.00","STO","1","$0.51","$50.98"
"5/16/2023","5/16/2023","5/18/2023","BA","Boeing
CUSIP: 097023105","Buy","0.073332","$201.82","($14.80)"
"5/15/2023","5/15/2023","5/15/2023","","Transfer from Brokerage to Spending","XENT","","","($100.00)"
"5/15/2023","5/15/2023","5/15/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$4.23"
"5/15/2023","5/15/2023","5/15/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$10.57"
"5/15/2023","5/15/2023","5/15/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($16.62)"
"5/15/2023","5/15/2023","5/15/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($15.19)"
"5/15/2023","5/15/2023","5/15/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"5/15/2023","5/15/2023","5/15/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($16.65)"
"5/12/2023","5/12/2023","5/15/2023","MU","MU 10/20/2023 Put $62.50","STO","1","$6.85","$684.98"
"5/12/2023","5/12/2023","5/15/2023","MU","MU 7/21/2023 Put $65.00","BTC","1","$6.45","($645.00)"
"5/12/2023","5/12/2023","5/15/2023","QCOM","QCOM 5/12/2023 Put $106.00","BTC","1","$2.72","($272.00)"
"5/12/2023","5/12/2023","5/15/2023","QCOM","QCOM 5/19/2023 Put $106.00","STO","1","$3.17","$316.98"
"5/11/2023","5/11/2023","5/12/2023","AMZN","AMZN 5/19/2023 Call $107.00","STO","1","$6.61","$660.98"
"5/11/2023","5/11/2023","5/12/2023","AMZN","AMZN 5/19/2023 Call $107.00","STO","1","$6.60","$659.98"
"5/11/2023","5/11/2023","5/12/2023","AMZN","AMZN 5/12/2023 Call $107.00","BTC","1","$6.21","($621.00)"
"5/11/2023","5/11/2023","5/12/2023","AMZN","AMZN 5/12/2023 Call $107.00","BTC","1","$6.20","($620.00)"
"5/11/2023","5/11/2023","5/11/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"5/9/2023","5/9/2023","5/11/2023","BA","Boeing
CUSIP: 097023105","Buy","0.058425","$201.11","($11.75)"
"5/8/2023","5/8/2023","5/9/2023","LDOS","LDOS 5/19/2023 Put $85.00","OASGN","1","",""
"5/8/2023","5/8/2023","5/10/2023","LDOS","Leidos
CUSIP: 525327102
1 LDOS Option Assigned","Buy","100","$85.00","($8,500.00)"
"5/8/2023","5/8/2023","5/8/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.35"
"5/8/2023","5/8/2023","5/8/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$9.40"
"5/5/2023","5/5/2023","5/8/2023","AAPL","Option Expiration for AAPL 5/5/2023 Put $167.50","OEXP","1","",""
"5/5/2023","5/5/2023","5/8/2023","VZ","Option Expiration for VZ 5/5/2023 Put $37.00","OEXP","1","",""
"5/5/2023","5/5/2023","5/8/2023","AMZN","AMZN 5/5/2023 Call $107.00","BTC","2","$0.01","($2.00)"
"5/5/2023","5/5/2023","5/8/2023","AMZN","AMZN 5/12/2023 Call $107.00","STO","2","$1.01","$201.98"
"5/5/2023","5/5/2023","5/8/2023","QCOM","QCOM 5/12/2023 Put $106.00","STO","1","$1.21","$120.98"
"5/5/2023","5/5/2023","5/8/2023","GOOGL","GOOGL 5/5/2023 Put $103.00","BTC","1","$0.04","($4.00)"
"5/4/2023","5/4/2023","5/5/2023","VZ","VZ 5/5/2023 Put $37.00","STO","1","$0.09","$8.98"
"5/4/2023","5/4/2023","5/5/2023","AMD","AMD 10/20/2023 Put $95.00","BTC","1","$13.97","($1,397.00)"
"5/4/2023","5/4/2023","5/5/2023","AMD","AMD 5/19/2023 Put $102.00","STO","1","$14.75","$1,474.97"
"5/4/2023","5/4/2023","5/5/2023","AMZN","AMZN 5/5/2023 Call $107.00","STO","1","$0.12","$11.98"
"5/4/2023","5/4/2023","5/5/2023","AMZN","AMZN 5/5/2023 Call $107.00","STO","1","$0.12","$11.98"
"5/3/2023","5/3/2023","5/4/2023","AMD","AMD 5/26/2023 Put $98.00","BTC","1","$15.90","($1,590.00)"
"5/3/2023","5/3/2023","5/4/2023","AMD","AMD 10/20/2023 Put $95.00","STO","1","$16.47","$1,646.97"
"5/3/2023","5/3/2023","5/4/2023","AAPL","AAPL 5/5/2023 Put $167.50","STO","1","$2.17","$216.98"
"5/3/2023","5/3/2023","5/4/2023","AAPL","AAPL 5/12/2023 Put $165.00","BTC","1","$2.06","($206.00)"
"5/3/2023","5/3/2023","5/4/2023","AMD","AMD 5/26/2023 Put $98.00","STO","1","$14.87","$1,486.97"
"5/3/2023","5/3/2023","5/4/2023","AMD","AMD 5/19/2023 Put $98.00","BTC","1","$14.82","($1,482.00)"
"5/2/2023","5/2/2023","5/3/2023","LDOS","LDOS 5/19/2023 Put $85.00","STO","1","$5.00","$499.98"
"5/2/2023","5/2/2023","5/3/2023","GOOGL","GOOGL 5/5/2023 Put $103.00","STO","1","$0.87","$86.98"
"5/2/2023","5/2/2023","5/4/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000098","$203.00","($0.02)"
"5/2/2023","5/2/2023","5/4/2023","BA","Boeing
CUSIP: 097023105","Buy","0.089177","$203.00","($18.10)"
"5/1/2023","5/1/2023","5/1/2023","VZ","Cash Div: R/D 2023-04-10 P/D 2023-05-01 - 100 shares at 0.6525","CDIV","","","$65.25"
"5/1/2023","5/1/2023","5/1/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$7.46"
"5/1/2023","5/1/2023","5/1/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$10.66"
"4/28/2023","4/28/2023","5/1/2023","RIVN","Option Expiration for RIVN 4/28/2023 Put $12.00","OEXP","1","",""
"4/28/2023","4/28/2023","5/1/2023","NVDA","Option Expiration for NVDA 4/28/2023 Put $267.50","OEXP","1","",""
"4/28/2023","4/28/2023","5/1/2023","AMZN","AMZN 4/28/2023 Put $107.00","OASGN","2","",""
"4/28/2023","4/28/2023","5/2/2023","AMZN","Amazon
CUSIP: 023135106
2 AMZN Options Assigned","Buy","200","$107.00","($21,400.00)"
"4/28/2023","4/28/2023","5/1/2023","AMD","AMD 5/19/2023 Put $98.00","STO","1","$9.57","$956.98"
"4/28/2023","4/28/2023","5/1/2023","AMD","AMD 5/12/2023 Put $98.00","BTC","1","$9.37","($937.00)"
"4/26/2023","4/26/2023","4/27/2023","AAPL","AAPL 5/12/2023 Put $165.00","STO","1","$5.01","$500.98"
"4/26/2023","4/26/2023","4/27/2023","AAPL","AAPL 4/28/2023 Put $167.50","BTC","1","$4.11","($411.00)"
"4/25/2023","4/25/2023","4/27/2023","BA","Boeing
CUSIP: 097023105","Buy","0.043713","$204.23","($8.93)"
"4/25/2023","4/25/2023","4/27/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000195","$204.23","($0.04)"
"4/24/2023","4/24/2023","4/24/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.56"
"4/24/2023","4/24/2023","4/24/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$6.41"
"4/21/2023","4/21/2023","4/24/2023","RIVN","RIVN 4/21/2023 Put $12.50","BTC","1","$0.36","($36.00)"
"4/21/2023","4/21/2023","4/24/2023","RIVN","RIVN 4/28/2023 Put $12.00","STO","1","$0.38","$37.98"
"4/21/2023","4/21/2023","4/24/2023","NVDA","NVDA 4/28/2023 Put $267.50","STO","1","$4.50","$449.98"
"4/21/2023","4/21/2023","4/24/2023","NVDA","NVDA 4/21/2023 Put $270.00","BTC","1","$1.45","($145.00)"
"4/21/2023","4/21/2023","4/24/2023","AAPL","AAPL 4/28/2023 Put $167.50","STO","1","$3.40","$339.98"
"4/21/2023","4/21/2023","4/24/2023","AAPL","AAPL 4/21/2023 Put $167.50","BTC","1","$2.70","($270.00)"
"4/20/2023","4/20/2023","4/20/2023","","Gold Fee","GOLD","","","($5.00)"
"4/19/2023","4/19/2023","4/20/2023","RIVN","RIVN 4/21/2023 Put $12.50","STO","1","$0.22","$21.98"
"4/18/2023","4/18/2023","4/20/2023","BA","Boeing
CUSIP: 097023105","Buy","0.041291","$205.61","($8.49)"
"4/17/2023","4/17/2023","4/17/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$1.70"
"4/17/2023","4/17/2023","4/17/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$6.79"
"4/17/2023","4/17/2023","4/18/2023","AMD","AMD 5/12/2023 Put $98.00","STO","1","$10.10","$1,009.98"
"4/17/2023","4/17/2023","4/18/2023","AMD","AMD 4/21/2023 Put $99.00","BTC","1","$9.80","($980.00)"
"4/14/2023","4/14/2023","4/14/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"4/14/2023","4/14/2023","4/14/2023","","Transfer from Brokerage to Spending","XENT","","","($100.00)"
"4/13/2023","4/13/2023","4/14/2023","NVDA","NVDA 4/21/2023 Put $270.00","STO","1","$8.26","$825.98"
"4/13/2023","4/13/2023","4/14/2023","NVDA","NVDA 4/14/2023 Put $272.50","BTC","1","$7.26","($726.00)"
"4/12/2023","4/12/2023","4/13/2023","AAPL","AAPL 4/14/2023 Put $167.50","BTC","1","$6.73","($673.00)"
"4/12/2023","4/12/2023","4/13/2023","AAPL","AAPL 4/21/2023 Put $167.50","STO","1","$6.84","$683.98"
"4/11/2023","4/11/2023","4/13/2023","BA","Boeing
CUSIP: 097023105","Buy","0.053026","$213.29","($11.31)"
"4/10/2023","4/10/2023","4/10/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.26"
"4/10/2023","4/10/2023","4/10/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$9.05"
"4/5/2023","4/5/2023","4/6/2023","NVDA","NVDA 4/6/2023 Put $275.00","BTC","1","$10.51","($1,051.00)"
"4/5/2023","4/5/2023","4/6/2023","NVDA","NVDA 4/14/2023 Put $272.50","STO","1","$11.31","$1,130.98"
"4/5/2023","4/5/2023","4/6/2023","AAPL","AAPL 4/6/2023 Put $167.50","BTC","1","$4.09","($409.00)"
"4/5/2023","4/5/2023","4/6/2023","AAPL","AAPL 4/14/2023 Put $167.50","STO","1","$4.69","$468.98"
"4/5/2023","4/5/2023","4/6/2023","AAPL","AAPL 4/6/2023 Put $167.50","STO","1","$4.15","$414.98"
"4/5/2023","4/5/2023","4/5/2023","","ACH Deposit","ACH","","","$6,000.00"
"4/5/2023","4/5/2023","4/6/2023","AMD","AMD 4/21/2023 Put $99.00","STO","1","$6.60","$659.98"
"4/5/2023","4/5/2023","4/6/2023","AMD","AMD 4/6/2023 Put $100.00","BTC","1","$6.40","($640.00)"
"4/5/2023","4/5/2023","4/6/2023","MU","MU 7/21/2023 Put $65.00","STO","1","$9.87","$986.98"
"4/5/2023","4/5/2023","4/6/2023","MU","MU 4/14/2023 Put $66.00","BTC","1","$9.67","($967.00)"
"4/4/2023","4/4/2023","4/6/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000141","$212.00","($0.03)"
"4/4/2023","4/4/2023","4/6/2023","BA","Boeing
CUSIP: 097023105","Buy","0.080617","$212.00","($17.09)"
"4/3/2023","4/3/2023","4/3/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$8.11"
"4/3/2023","4/3/2023","4/4/2023","NVDA","NVDA 4/6/2023 Put $275.00","STO","1","$4.00","$399.98"
"4/3/2023","4/3/2023","4/4/2023","MU","MU 4/14/2023 Put $66.00","STO","1","$7.29","$728.98"
"4/3/2023","4/3/2023","4/4/2023","MU","MU 4/6/2023 Put $66.00","BTC","1","$7.26","($726.00)"
"4/3/2023","4/3/2023","4/3/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$9.01"
"4/3/2023","4/3/2023","4/4/2023","VZ","VZ 10/20/2023 Call $42.00","STO","1","$1.01","$100.98"
"4/3/2023","4/3/2023","4/4/2023","VZ","VZ 4/28/2023 Call $39.00","BTC","1","$0.89","($89.00)"
"3/31/2023","3/31/2023","4/3/2023","META","META 3/31/2023 Put $205.00","BTC","1","$0.02","($2.00)"
